,ACT_P001,ACT_P002,ACT_P003,ACT_P004,ACT_P005,ACT_P006,ACT_P007,ACT_P008,ACT_P009,ACT_P010,ACT_P011,ACT_P012,ACT_P013,ACT_P014,ACT_P015,ACT_P016,ACT_P017,ACT_P018,ACT_P019,ACT_P020,ACT_P021,ACT_P022,ACT_P023,ACT_P024,ACT_P025,ACT_P026,ACT_P027,ACT_P028,ACT_P029,ACT_P030,ACT_P031,ACT_P032,ACT_P033,ACT_P034,ACT_P035,ACT_P036,ACT_P037,ACT_P038,ACT_P039,ACT_P040,ACT_P041,ACT_P042,ACT_P043,ACT_P044,ACT_P045,ACT_P046,ACT_P047,ACT_P048,ACT_P049,ACT_P050,ACT_P051,ACT_P052,ACT_P053,ACT_P054,ACT_P055,ACT_P056,ACT_P057,ACT_P058,ACT_P059,ACT_P060,ACT_P061,ACT_P062,ACT_P063,ACT_P064,ACT_P065,ACT_P066,ACT_P067,ACT_P068,ACT_P069,ACT_P070,ACT_P071,ACT_P072,ACT_P073,ACT_P074,ACT_P075,ACT_P076,ACT_P077,ACT_P078,ACT_P079,ACT_P080,ACT_P081,ACT_P082,ACT_P083,ACT_P084,ACT_P085,ACT_P086,ACT_P087,ACT_P088,ACT_P089,ACT_P090,ACT_P091,ACT_P092,ACT_P093,ACT_P094,ACT_P095,ACT_P096,ACT_P097,ACT_P098,ACT_P099,ACT_P100,COM_P001,COM_P002,COM_P003,COM_P004,COM_P005,COM_P006,COM_P007,COM_P008,COM_P009,COM_P010,COM_P011,COM_P012,COM_P013,COM_P014,COM_P015,COM_P016,COM_P017,COM_P018,COM_P019,COM_P020,COM_P021,COM_P022,COM_P023,COM_P024,COM_P025,COM_P026,COM_P027,COM_P028,COM_P029,COM_P030,COM_P031,COM_P032,COM_P033,COM_P034,COM_P035,COM_P036,COM_P037,COM_P038,COM_P039,COM_P040,COM_P041,COM_P042,COM_P043,COM_P044,COM_P045,COM_P046,COM_P047,COM_P048,COM_P049,COM_P050,COM_P051,COM_P052,COM_P053,COM_P054,COM_P055,COM_P056,COM_P057,COM_P058,COM_P059,COM_P060,COM_P061,COM_P062,COM_P063,COM_P064,COM_P065,COM_P066,COM_P067,COM_P068,COM_P069,COM_P070,COM_P071,COM_P072,COM_P073,COM_P074,COM_P075,COM_P076,COM_P077,COM_P078,COM_P079,COM_P080,COM_P081,COM_P082,COM_P083,COM_P084,COM_P085,COM_P086,COM_P087,COM_P088,COM_P089,COM_P090,COM_P091,COM_P092,COM_P093,COM_P094,COM_P095,COM_P096,COM_P097,COM_P098,COM_P099,COM_P100,LAB_UNSK,LAB_SK,CAP,LAND,NRES,TAX_OUT,TAX_INT,TAX_IMP,TAX_EXP,TAX_FACT,TAX_INC,HH,GOV,INV,ROW,TRD_MRG
ACT_P001,4.2870146259090365e-13,4.287551742714509e-13,4.2882625469571436e-13,4.287945077097686e-13,4.287782092067107e-13,4.2877218991935915e-13,4.2877010657595325e-13,4.2876989972371046e-13,4.287698339795636e-13,4.287698210163756e-13,4.2876981828574503e-13,4.2876982023157514e-13,4.287698360890504e-13,4.2876988784759235e-13,4.287702242520204e-13,4.287711025025666e-13,4.2878030793927966e-13,4.2879804968618375e-13,4.289452380483898e-13,4.2910053552143796e-13,4.3658222742979894e-13,4.3674494028234037e-13,4.3689878314231887e-13,4.369174762230266e-13,4.3692715936390663e-13,4.3692811522134163e-13,4.369284813415587e-13,4.369285386473381e-13,4.3692855641338873e-13,4.3692855928430363e-13,4.3692856008344497e-13,4.3692856023190783e-13,4.369285602697682e-13,4.3692856027710646e-13,4.369285602788925e-13,4.3692856027925675e-13,4.369285602793412e-13,4.3692856027935894e-13,4.36928560279364e-13,4.36928560279364e-13,4.369285602793647e-13,4.369285602793647e-13,4.369285602793648e-13,4.369285602793647e-13,4.369285602793643e-13,4.369285602793647e-13,4.3692856027936475e-13,4.369285602793646e-13,4.3692856027936424e-13,4.3692856027936495e-13,4.369285602793642e-13,4.369285602793646e-13,4.369285602793642e-13,4.3692856027936384e-13,4.3692856027936475e-13,4.3692856027936333e-13,4.369285602793637e-13,4.3692856027936434e-13,4.369285602793647e-13,4.369285602793645e-13,4.3692856027936353e-13,4.3692856027936697e-13,4.369285602793803e-13,4.3692856027943447e-13,4.3692856027969044e-13,4.3692856028078096e-13,4.3692856028614875e-13,4.3692856030821085e-13,4.369285604204725e-13,4.3692856085655557e-13,4.369285632620205e-13,4.369285719739923e-13,4.3692862234404993e-13,4.369287816175836e-13,4.3692996231217615e-13,4.3693310039058547e-13,4.36955687627656e-13,4.3699850948298736e-13,4.3773307364651174e-13,4.384858781876389e-13,4.455877916471763e-13,4.463289331391891e-13,4.4705143604111787e-13,4.470658444764555e-13,4.4706188860317974e-13,4.470404010391459e-13,4.470173247689029e-13,4.469934807681172e-13,4.4696966447943394e-13,4.469459290410136e-13,4.469223048456294e-13,4.468988035889094e-13,4.4687548525757705e-13,4.4685247147466167e-13,4.4683231212590913e-13,4.468180136976493e-13,4.4681877019102825e-13,4.4684220679067133e-13,4.467138513564563e-13,4.466114792503703e-13,893.9700000005471,9.900000000006093e-13,9.90000000000617e-13,9.900000000006244e-13,9.900000000006287e-13,9.900000000006323e-13,9.900000000006398e-13,9.900000000006432e-13,9.900000000006485e-13,9.90000000000655e-13,9.900000000006602e-13,9.900000000006642e-13,9.900000000006656e-13,9.900000000006705e-13,9.900000000006757e-13,9.900000000006778e-13,9.900000000006842e-13,9.900000000006885e-13,9.900000000006957e-13,9.900000000007014e-13,1.1088000000015203e-12,1.1088000000015296e-12,1.1088000000015428e-12,1.108800000001544e-12,1.1088000000015472e-12,1.108800000001555e-12,1.108800000001556e-12,1.108800000001564e-12,1.108800000001567e-12,1.1088000000015749e-12,1.1088000000015813e-12,1.1088000000015882e-12,1.1088000000015928e-12,1.1088000000016023e-12,1.1088000000016078e-12,1.108800000001615e-12,1.1088000000016233e-12,1.1088000000016244e-12,1.1088000000016268e-12,1.1088000000016345e-12,1.10880000000164e-12,1.108800000001649e-12,1.1088000000016476e-12,1.1088000000016532e-12,1.1088000000016631e-12,1.108800000001664e-12,1.1088000000016676e-12,1.1088000000016742e-12,1.1088000000016807e-12,1.1088000000016884e-12,1.1088000000016861e-12,1.1088000000016914e-12,1.1088000000016977e-12,1.108800000001711e-12,1.1088000000017142e-12,1.1088000000017126e-12,1.1088000000017245e-12,1.1088000000017312e-12,1.1088000000017344e-12,1.1088000000017376e-12,1.1088000000017481e-12,1.1088000000017556e-12,1.1088000000017522e-12,1.108800000001761e-12,1.108800000001767e-12,1.1088000000017732e-12,1.1088000000017833e-12,1.108800000001783e-12,1.1088000000017873e-12,1.1088000000017966e-12,1.1088000000017972e-12,1.1088000000017998e-12,1.1088000000018101e-12,1.1088000000018101e-12,1.108800000001824e-12,1.108800000001826e-12,1.1088000000018273e-12,1.1088000000018374e-12,1.1088000000018392e-12,1.1088000000018449e-12,1.4730992126026009e-12,1.4721455497423962e-12,1.4711968668449084e-12,1.4702531250041819e-12,1.4693142857184656e-12,1.4683803108850099e-12,1.4674511627948802e-12,1.4665268041278942e-12,1.4656071979476319e-12,1.4646923076965022e-12,1.4637820971908923e-12,1.4628765306164361e-12,1.4619755725232725e-12,1.4610791878214574e-12,1.4601873417763462e-12,1.4593000000042024e-12,1.4584171284676741e-12,1.457538693471542e-12,1.4566646616583438e-12,1.4557950000042066e-12,6.003810377045422e-13,6.00381037704529e-13,6.003810377045365e-13,6.003810377044788e-13,6.003810377044965e-13,3.988549650078354e-13,3.988549650078252e-13,3.988549650078172e-13,3.988549650074543e-13,2.7116193695486663e-12,2.7116193695486663e-12,3.988549650069803e-13,4.1012372876431696e-13,4.154982933956434e-13,3.108517136768774e-13,4.3263094341008106e-13
ACT_P002,4.287014625909031e-13,4.2875517427144944e-13,4.288262546957131e-13,4.287945077097676e-13,4.2877820920671004e-13,4.2877218991935774e-13,4.2877010657595204e-13,4.2876989972370955e-13,4.2876983397956334e-13,4.2876982101637456e-13,4.2876981828574427e-13,4.287698202315742e-13,4.287698360890489e-13,4.2876988784759144e-13,4.2877022425201944e-13,4.2877110250256454e-13,4.287803079392788e-13,4.2879804968618284e-13,4.2894523804838796e-13,4.291005355214369e-13,4.365822274297984e-13,4.367449402823393e-13,4.368987831423182e-13,4.369174762230253e-13,4.369271593639057e-13,4.369281152213407e-13,4.369284813415573e-13,4.3692853864733717e-13,4.3692855641338727e-13,4.369285592843024e-13,4.3692856008344406e-13,4.369285602319058e-13,4.36928560269767e-13,4.369285602771055e-13,4.369285602788913e-13,4.369285602792558e-13,4.3692856027934036e-13,4.369285602793584e-13,4.369285602793634e-13,4.369285602793635e-13,4.369285602793637e-13,4.3692856027936384e-13,4.36928560279364e-13,4.3692856027936374e-13,4.369285602793636e-13,4.3692856027936394e-13,4.369285602793642e-13,4.3692856027936374e-13,4.369285602793636e-13,4.369285602793645e-13,4.369285602793637e-13,4.3692856027936394e-13,4.369285602793635e-13,4.369285602793632e-13,4.3692856027936414e-13,4.3692856027936283e-13,4.3692856027936313e-13,4.369285602793638e-13,4.3692856027936384e-13,4.3692856027936384e-13,4.3692856027936343e-13,4.369285602793656e-13,4.36928560279379e-13,4.369285602794332e-13,4.369285602796894e-13,4.3692856028078e-13,4.369285602861479e-13,4.369285603082098e-13,4.3692856042047134e-13,4.3692856085655435e-13,4.36928563262019e-13,4.3692857197399113e-13,4.369286223440483e-13,4.3692878161758257e-13,4.369299623121745e-13,4.369331003905843e-13,4.3695568762765423e-13,4.369985094829868e-13,4.377330736465103e-13,4.3848587818763806e-13,4.4558779164717573e-13,4.4632893313918865e-13,4.4705143604111646e-13,4.4706584447645477e-13,4.470618886031786e-13,4.470404010391446e-13,4.4701732476890235e-13,4.46993480768116e-13,4.4696966447943323e-13,4.469459290410127e-13,4.469223048456285e-13,4.468988035889087e-13,4.468754852575754e-13,4.468524714746605e-13,4.4683231212590716e-13,4.468180136976488e-13,4.468187701910265e-13,4.468422067906712e-13,4.4671385135645597e-13,4.4661147925036847e-13,9.900000000006018e-13,896.9400000005495,9.90000000000612e-13,9.900000000006194e-13,9.900000000006246e-13,9.900000000006283e-13,9.900000000006364e-13,9.900000000006386e-13,9.900000000006428e-13,9.90000000000648e-13,9.900000000006543e-13,9.900000000006586e-13,9.900000000006604e-13,9.900000000006654e-13,9.900000000006715e-13,9.900000000006737e-13,9.9000000000068e-13,9.900000000006834e-13,9.900000000006923e-13,9.900000000006978e-13,1.1088000000015177e-12,1.1088000000015278e-12,1.1088000000015393e-12,1.1088000000015405e-12,1.108800000001544e-12,1.1088000000015527e-12,1.1088000000015533e-12,1.1088000000015613e-12,1.1088000000015652e-12,1.1088000000015725e-12,1.1088000000015787e-12,1.1088000000015866e-12,1.1088000000015902e-12,1.1088000000016e-12,1.108800000001605e-12,1.1088000000016128e-12,1.1088000000016175e-12,1.10880000000162e-12,1.1088000000016221e-12,1.1088000000016316e-12,1.1088000000016377e-12,1.1088000000016447e-12,1.1088000000016435e-12,1.1088000000016496e-12,1.1088000000016595e-12,1.108800000001661e-12,1.1088000000016651e-12,1.1088000000016708e-12,1.1088000000016793e-12,1.108800000001688e-12,1.1088000000016851e-12,1.1088000000016908e-12,1.1088000000016956e-12,1.1088000000017078e-12,1.1088000000017118e-12,1.108800000001711e-12,1.1088000000017223e-12,1.1088000000017265e-12,1.1088000000017314e-12,1.108800000001735e-12,1.108800000001746e-12,1.1088000000017538e-12,1.1088000000017483e-12,1.1088000000017589e-12,1.1088000000017643e-12,1.1088000000017687e-12,1.1088000000017776e-12,1.108800000001778e-12,1.1088000000017839e-12,1.1088000000017906e-12,1.1088000000017924e-12,1.1088000000017976e-12,1.108800000001809e-12,1.1088000000018093e-12,1.1088000000018217e-12,1.1088000000018233e-12,1.1088000000018253e-12,1.108800000001834e-12,1.108800000001835e-12,1.1088000000018402e-12,1.4730992126025954e-12,1.4721455497423902e-12,1.4711968668449064e-12,1.4702531250041744e-12,1.4693142857184595e-12,1.468380310885008e-12,1.4674511627948734e-12,1.466526804127889e-12,1.4656071979476276e-12,1.464692307696495e-12,1.4637820971908848e-12,1.4628765306164313e-12,1.4619755725232676e-12,1.4610791878214558e-12,1.4601873417763448e-12,1.4593000000041967e-12,1.4584171284676715e-12,1.457538693471538e-12,1.4566646616583397e-12,1.4557950000042036e-12,6.003810377045408e-13,6.003810377045272e-13,6.003810377045351e-13,6.003810377044769e-13,6.003810377044946e-13,3.9885496500783446e-13,3.988549650078244e-13,3.988549650078163e-13,3.988549650074533e-13,2.7116193695486566e-12,2.7116193695486566e-12,3.988549650069792e-13,4.1012372876431595e-13,4.1549829339564153e-13,3.10851713676876e-13,4.3263094341008015e-13
ACT_P003,4.2870146259090017e-13,4.287551742714465e-13,4.2882625469571e-13,4.2879450770976457e-13,4.287782092067065e-13,4.2877218991935486e-13,4.2877010657594885e-13,4.2876989972370607e-13,4.287698339795593e-13,4.2876982101637117e-13,4.2876981828574114e-13,4.287698202315712e-13,4.2876983608904597e-13,4.28769887847588e-13,4.2877022425201625e-13,4.287711025025618e-13,4.2878030793927527e-13,4.287980496861794e-13,4.2894523804838513e-13,4.291005355214336e-13,4.365822274297946e-13,4.367449402823361e-13,4.368987831423154e-13,4.369174762230224e-13,4.3692715936390234e-13,4.369281152213368e-13,4.3692848134155413e-13,4.3692853864733475e-13,4.369285564133848e-13,4.369285592842996e-13,4.369285600834415e-13,4.369285602319033e-13,4.3692856026976387e-13,4.369285602771028e-13,4.3692856027888805e-13,4.3692856027925256e-13,4.3692856027933673e-13,4.369285602793548e-13,4.3692856027935995e-13,4.369285602793594e-13,4.3692856027935985e-13,4.3692856027936e-13,4.369285602793601e-13,4.369285602793601e-13,4.369285602793601e-13,4.369285602793601e-13,4.3692856027936056e-13,4.3692856027936015e-13,4.3692856027936e-13,4.369285602793607e-13,4.369285602793599e-13,4.369285602793602e-13,4.3692856027935955e-13,4.3692856027935955e-13,4.369285602793602e-13,4.369285602793592e-13,4.369285602793597e-13,4.369285602793602e-13,4.369285602793603e-13,4.3692856027936e-13,4.3692856027935955e-13,4.369285602793623e-13,4.369285602793758e-13,4.3692856027943e-13,4.3692856027968635e-13,4.3692856028077657e-13,4.3692856028614466e-13,4.36928560308207e-13,4.3692856042046897e-13,4.369285608565517e-13,4.369285632620162e-13,4.3692857197398846e-13,4.369286223440453e-13,4.3692878161757964e-13,4.369299623121718e-13,4.3693310039058037e-13,4.369556876276512e-13,4.3699850948298383e-13,4.3773307364650715e-13,4.3848587818763407e-13,4.4558779164717204e-13,4.463289331391852e-13,4.4705143604111333e-13,4.470658444764517e-13,4.4706188860317595e-13,4.4704040103914177e-13,4.470173247688987e-13,4.4699348076811316e-13,4.4696966447943005e-13,4.4694592904100963e-13,4.469223048456255e-13,4.4689880358890515e-13,4.468754852575729e-13,4.468524714746568e-13,4.4683231212590444e-13,4.468180136976454e-13,4.4681877019102325e-13,4.4684220679066694e-13,4.4671385135645213e-13,4.4661147925036503e-13,9.900000000005958e-13,9.900000000005988e-13,899.9100000005519,9.900000000006158e-13,9.900000000006182e-13,9.900000000006224e-13,9.900000000006293e-13,9.900000000006327e-13,9.90000000000637e-13,9.90000000000643e-13,9.900000000006493e-13,9.900000000006535e-13,9.900000000006551e-13,9.900000000006602e-13,9.900000000006663e-13,9.900000000006679e-13,9.900000000006751e-13,9.900000000006784e-13,9.900000000006852e-13,9.900000000006915e-13,1.108800000001512e-12,1.1088000000015218e-12,1.1088000000015327e-12,1.1088000000015339e-12,1.108800000001537e-12,1.1088000000015456e-12,1.1088000000015464e-12,1.1088000000015529e-12,1.1088000000015557e-12,1.1088000000015642e-12,1.1088000000015706e-12,1.1088000000015781e-12,1.1088000000015815e-12,1.1088000000015904e-12,1.108800000001596e-12,1.1088000000016038e-12,1.1088000000016098e-12,1.108800000001611e-12,1.1088000000016128e-12,1.1088000000016235e-12,1.1088000000016304e-12,1.1088000000016383e-12,1.1088000000016367e-12,1.1088000000016425e-12,1.1088000000016518e-12,1.1088000000016524e-12,1.1088000000016567e-12,1.1088000000016617e-12,1.1088000000016698e-12,1.1088000000016785e-12,1.1088000000016769e-12,1.1088000000016847e-12,1.1088000000016892e-12,1.1088000000017003e-12,1.1088000000017041e-12,1.1088000000017035e-12,1.1088000000017144e-12,1.1088000000017183e-12,1.1088000000017243e-12,1.1088000000017273e-12,1.1088000000017385e-12,1.1088000000017457e-12,1.1088000000017409e-12,1.1088000000017512e-12,1.1088000000017562e-12,1.108800000001761e-12,1.108800000001771e-12,1.10880000000177e-12,1.108800000001775e-12,1.1088000000017827e-12,1.1088000000017851e-12,1.1088000000017891e-12,1.1088000000018e-12,1.1088000000018015e-12,1.1088000000018134e-12,1.108800000001815e-12,1.108800000001817e-12,1.108800000001825e-12,1.1088000000018255e-12,1.1088000000018301e-12,1.4730992126025857e-12,1.472145549742383e-12,1.471196866844897e-12,1.4702531250041604e-12,1.4693142857184488e-12,1.4683803108849994e-12,1.4674511627948615e-12,1.4665268041278808e-12,1.4656071979476198e-12,1.464692307696487e-12,1.4637820971908773e-12,1.4628765306164248e-12,1.461975572523259e-12,1.461079187821442e-12,1.460187341776337e-12,1.4593000000041866e-12,1.4584171284676612e-12,1.457538693471529e-12,1.4566646616583276e-12,1.4557950000041917e-12,6.003810377045361e-13,6.003810377045226e-13,6.003810377045304e-13,6.003810377044717e-13,6.003810377044902e-13,3.988549650078317e-13,3.9885496500782234e-13,3.9885496500781406e-13,3.9885496500745076e-13,2.711619369548642e-12,2.711619369548642e-12,3.988549650069765e-13,4.1012372876431257e-13,4.1549829339563815e-13,3.1085171367687486e-13,4.326309434100771e-13
ACT_P004,4.287014625908996e-13,4.28755174271446e-13,4.2882625469571e-13,4.2879450770976366e-13,4.2877820920670595e-13,4.287721899193534e-13,4.287701065759474e-13,4.28769899723705e-13,4.287698339795584e-13,4.2876982101637097e-13,4.2876981828573993e-13,4.2876982023156984e-13,4.2876983608904475e-13,4.2876988784758715e-13,4.2877022425201524e-13,4.2877110250256015e-13,4.287803079392741e-13,4.287980496861785e-13,4.289452380483838e-13,4.291005355214327e-13,4.36582227429794e-13,4.3674494028233456e-13,4.3689878314231367e-13,4.369174762230212e-13,4.369271593639011e-13,4.3692811522133587e-13,4.369284813415538e-13,4.369285386473337e-13,4.3692855641338313e-13,4.3692855928429843e-13,4.3692856008344063e-13,4.3692856023190253e-13,4.369285602697624e-13,4.369285602771016e-13,4.369285602788864e-13,4.369285602792512e-13,4.369285602793364e-13,4.369285602793538e-13,4.3692856027935864e-13,4.3692856027935783e-13,4.3692856027935854e-13,4.369285602793587e-13,4.3692856027935884e-13,4.369285602793587e-13,4.369285602793587e-13,4.3692856027935884e-13,4.369285602793592e-13,4.3692856027935904e-13,4.3692856027935854e-13,4.369285602793597e-13,4.3692856027935864e-13,4.369285602793593e-13,4.3692856027935844e-13,4.369285602793585e-13,4.3692856027935924e-13,4.3692856027935813e-13,4.3692856027935854e-13,4.3692856027935894e-13,4.369285602793592e-13,4.3692856027935904e-13,4.3692856027935854e-13,4.3692856027936167e-13,4.3692856027937535e-13,4.3692856027942907e-13,4.369285602796858e-13,4.369285602807754e-13,4.3692856028614345e-13,4.369285603082054e-13,4.369285604204673e-13,4.369285608565507e-13,4.369285632620155e-13,4.369285719739875e-13,4.3692862234404437e-13,4.36928781617578e-13,4.3692996231217075e-13,4.369331003905802e-13,4.369556876276498e-13,4.369985094829823e-13,4.3773307364650593e-13,4.384858781876332e-13,4.455877916471717e-13,4.4632893313918476e-13,4.4705143604111323e-13,4.4706584447644997e-13,4.4706188860317423e-13,4.470404010391406e-13,4.47017324768898e-13,4.4699348076811225e-13,4.4696966447942874e-13,4.4694592904100847e-13,4.4692230484562437e-13,4.46898803588904e-13,4.4687548525757155e-13,4.46852471474657e-13,4.4683231212590383e-13,4.4681801369764375e-13,4.468187701910223e-13,4.4684220679066674e-13,4.467138513564509e-13,4.466114792503644e-13,9.90000000000591e-13,9.90000000000595e-13,9.900000000006022e-13,902.8800000005546,9.900000000006158e-13,9.900000000006188e-13,9.900000000006265e-13,9.900000000006293e-13,9.90000000000634e-13,9.9000000000064e-13,9.900000000006448e-13,9.900000000006493e-13,9.900000000006507e-13,9.90000000000657e-13,9.90000000000662e-13,9.900000000006642e-13,9.900000000006713e-13,9.900000000006747e-13,9.90000000000682e-13,9.900000000006887e-13,1.1088000000015096e-12,1.1088000000015181e-12,1.1088000000015296e-12,1.1088000000015315e-12,1.1088000000015349e-12,1.1088000000015444e-12,1.1088000000015452e-12,1.1088000000015523e-12,1.1088000000015553e-12,1.1088000000015632e-12,1.1088000000015694e-12,1.1088000000015759e-12,1.1088000000015807e-12,1.1088000000015902e-12,1.1088000000015965e-12,1.1088000000016025e-12,1.1088000000016096e-12,1.1088000000016116e-12,1.1088000000016139e-12,1.1088000000016231e-12,1.108800000001629e-12,1.1088000000016369e-12,1.1088000000016365e-12,1.1088000000016413e-12,1.1088000000016498e-12,1.1088000000016522e-12,1.1088000000016553e-12,1.1088000000016613e-12,1.1088000000016682e-12,1.1088000000016767e-12,1.1088000000016728e-12,1.1088000000016805e-12,1.108800000001686e-12,1.1088000000016975e-12,1.108800000001702e-12,1.1088000000017005e-12,1.108800000001713e-12,1.108800000001718e-12,1.1088000000017219e-12,1.1088000000017253e-12,1.1088000000017368e-12,1.1088000000017429e-12,1.1088000000017387e-12,1.1088000000017486e-12,1.1088000000017542e-12,1.1088000000017603e-12,1.1088000000017712e-12,1.1088000000017687e-12,1.1088000000017738e-12,1.1088000000017837e-12,1.1088000000017863e-12,1.1088000000017906e-12,1.1088000000017992e-12,1.1088000000018009e-12,1.1088000000018118e-12,1.1088000000018154e-12,1.1088000000018172e-12,1.108800000001826e-12,1.1088000000018267e-12,1.108800000001831e-12,1.4730992126025845e-12,1.472145549742378e-12,1.4711968668448936e-12,1.4702531250041588e-12,1.4693142857184482e-12,1.4683803108849945e-12,1.467451162794861e-12,1.4665268041278746e-12,1.4656071979476147e-12,1.4646923076964832e-12,1.4637820971908737e-12,1.4628765306164194e-12,1.4619755725232545e-12,1.4610791878214382e-12,1.46018734177633e-12,1.4593000000041814e-12,1.458417128467658e-12,1.4575386934715232e-12,1.456664661658325e-12,1.455795000004186e-12,6.003810377045342e-13,6.003810377045215e-13,6.003810377045289e-13,6.003810377044706e-13,6.003810377044884e-13,3.9885496500783067e-13,3.98854965007821e-13,3.9885496500781285e-13,3.9885496500744964e-13,2.7116193695486348e-12,2.7116193695486348e-12,3.9885496500697587e-13,4.1012372876431166e-13,4.1549829339563764e-13,3.1085171367687406e-13,4.326309434100762e-13
ACT_P005,4.2870146259089583e-13,4.2875517427144197e-13,4.288262546957062e-13,4.2879450770975993e-13,4.2877820920670287e-13,4.287721899193502e-13,4.287701065759437e-13,4.287698997237015e-13,4.2876983397955476e-13,4.2876982101636643e-13,4.28769818285736e-13,4.2876982023156645e-13,4.2876983608904127e-13,4.287698878475832e-13,4.2877022425201136e-13,4.2877110250255697e-13,4.287803079392711e-13,4.2879804968617476e-13,4.2894523804838074e-13,4.291005355214291e-13,4.365822274297895e-13,4.36744940282331e-13,4.368987831423099e-13,4.369174762230174e-13,4.3692715936389765e-13,4.369281152213324e-13,4.369284813415503e-13,4.3692853864733e-13,4.369285564133794e-13,4.369285592842949e-13,4.3692856008343654e-13,4.369285602318985e-13,4.3692856026975857e-13,4.3692856027709767e-13,4.3692856027888244e-13,4.369285602792475e-13,4.369285602793329e-13,4.369285602793502e-13,4.369285602793555e-13,4.3692856027935475e-13,4.369285602793554e-13,4.3692856027935606e-13,4.369285602793559e-13,4.3692856027935576e-13,4.369285602793557e-13,4.369285602793558e-13,4.3692856027935606e-13,4.3692856027935576e-13,4.369285602793556e-13,4.3692856027935647e-13,4.369285602793555e-13,4.369285602793559e-13,4.3692856027935515e-13,4.369285602793553e-13,4.369285602793562e-13,4.369285602793549e-13,4.369285602793551e-13,4.369285602793559e-13,4.3692856027935637e-13,4.3692856027935596e-13,4.369285602793554e-13,4.369285602793586e-13,4.3692856027937086e-13,4.369285602794252e-13,4.3692856027968196e-13,4.3692856028077096e-13,4.3692856028614e-13,4.3692856030820156e-13,4.3692856042046377e-13,4.3692856085654723e-13,4.3692856326201163e-13,4.369285719739835e-13,4.369286223440408e-13,4.3692878161757535e-13,4.369299623121669e-13,4.369331003905759e-13,4.369556876276461e-13,4.369985094829792e-13,4.3773307364650245e-13,4.3848587818762957e-13,4.4558779164716735e-13,4.4632893313918037e-13,4.4705143604110954e-13,4.470658444764464e-13,4.470618886031704e-13,4.4704040103913687e-13,4.470173247688944e-13,4.4699348076810806e-13,4.469696644794248e-13,4.469459290410045e-13,4.469223048456209e-13,4.4689880358890086e-13,4.468754852575677e-13,4.468524714746522e-13,4.4683231212589964e-13,4.468180136976391e-13,4.46818770191019e-13,4.46842206790663e-13,4.4671385135644693e-13,4.4661147925036064e-13,9.900000000005843e-13,9.900000000005855e-13,9.900000000005944e-13,9.90000000000602e-13,905.850000000557,9.900000000006105e-13,9.900000000006174e-13,9.90000000000621e-13,9.90000000000627e-13,9.900000000006335e-13,9.900000000006396e-13,9.900000000006436e-13,9.900000000006457e-13,9.900000000006517e-13,9.900000000006572e-13,9.900000000006588e-13,9.900000000006648e-13,9.900000000006685e-13,9.900000000006741e-13,9.900000000006806e-13,1.1088000000014995e-12,1.108800000001509e-12,1.1088000000015197e-12,1.1088000000015214e-12,1.1088000000015238e-12,1.1088000000015325e-12,1.1088000000015339e-12,1.1088000000015416e-12,1.1088000000015456e-12,1.1088000000015529e-12,1.1088000000015581e-12,1.1088000000015656e-12,1.1088000000015716e-12,1.1088000000015791e-12,1.1088000000015848e-12,1.1088000000015904e-12,1.1088000000015979e-12,1.1088000000016005e-12,1.1088000000016038e-12,1.108800000001613e-12,1.108800000001618e-12,1.1088000000016262e-12,1.1088000000016266e-12,1.108800000001632e-12,1.1088000000016401e-12,1.1088000000016411e-12,1.1088000000016462e-12,1.1088000000016518e-12,1.1088000000016595e-12,1.1088000000016684e-12,1.1088000000016643e-12,1.108800000001671e-12,1.1088000000016754e-12,1.1088000000016882e-12,1.1088000000016918e-12,1.1088000000016896e-12,1.1088000000017041e-12,1.1088000000017086e-12,1.108800000001714e-12,1.1088000000017166e-12,1.1088000000017286e-12,1.1088000000017348e-12,1.1088000000017302e-12,1.1088000000017387e-12,1.1088000000017451e-12,1.1088000000017492e-12,1.1088000000017607e-12,1.1088000000017589e-12,1.108800000001764e-12,1.108800000001774e-12,1.1088000000017764e-12,1.1088000000017797e-12,1.1088000000017887e-12,1.1088000000017908e-12,1.1088000000018007e-12,1.108800000001804e-12,1.1088000000018061e-12,1.1088000000018156e-12,1.1088000000018156e-12,1.10880000000182e-12,1.4730992126025698e-12,1.4721455497423658e-12,1.4711968668448805e-12,1.4702531250041487e-12,1.4693142857184365e-12,1.4683803108849792e-12,1.467451162794845e-12,1.4665268041278633e-12,1.4656071979475987e-12,1.46469230769647e-12,1.46378209719086e-12,1.4628765306164062e-12,1.461975572523244e-12,1.4610791878214245e-12,1.4601873417763203e-12,1.459300000004175e-12,1.4584171284676432e-12,1.457538693471513e-12,1.4566646616583133e-12,1.4557950000041761e-12,6.003810377045303e-13,6.003810377045173e-13,6.003810377045254e-13,6.003810377044667e-13,6.003810377044846e-13,3.9885496500782815e-13,3.98854965007818e-13,3.988549650078097e-13,3.9885496500744687e-13,2.7116193695486093e-12,2.7116193695486093e-12,3.988549650069722e-13,4.101237287643084e-13,4.154982933956339e-13,3.108517136768716e-13,4.326309434100722e-13
